codeFleet,depot_id,hours_service,model_code,line_code,manufacturer,overhaulLast,id_unit,year_commission,region_install,serial_number,ownerOperator,duty_class
FD,59,26999.60000,APU-20,L3,Huhn KGaA,2020-12-24,1510,2017,Zerbst,UC-9774-17993,"Barker, Henson and Neal",2
FB,104,14473.00000,APU-12,L2,Silva,2019-05-23,1511,2020,Christinehaven,XV-2571-39382,Rädel Löwer AG, 3 
FB,16,13780.90000,APU-20,L3,Faria,"12/14/2021, 00:00:00",1512,2021,Leeberg,CI-0650-68676,Leal Freitas S/A, H 
FB,106,19951.50000,APU-15,L2,Trapp Langern OHG mbH,"09/22/2021, 00:00:00",1513,2019,West Andrewborough,UX-2737-76474,Rädel Löwer AG,light
FE,18,12285.10000,XC-7,L3,"Barker, Henson and Neal",13 May 2016,1514,2021,Youngfort,XV-4704-78618,Huhn KGaA,L
FC,94,42160.80000,APU-15,L3,Pinho Lopes Lda.,2017/07/12,1515,2012,Vila Real,IC-7005-60596,"Moore, Kennedy and Berger",L
FD,8,21353.30000,XC-7,L6,Hermighausen Weinhold AG & Co. KG,"04/20/2017, 00:00:00",1516,2018,New Danielshire,RV-8742-74705,Trapp Langern OHG mbH,med
FE,51,15893.30000,XC-7,L6,Hofmann Bender GmbH,"07/27/2024, 00:00:00",1517,2020,Oranienburg,TG-6569-92471,Faria,normal
FC,23,13737.20000,XC-7,L3,Stroh,01 May 2021,1518,2021,Quarteira,UF-0366-41785,Rogner KG,1
FC,89,12719.40000,APU-20,L5,Reinhardt,2024-01-07,1519,2021,Trancoso,FF-1937-03275,Rädel Löwer AG,N
FD,46,31705.70000,APU-12,L1,"Gibbs, Scott and Moore",2018/04/18,1520,2015,Macedo de Cavaleiros,ZK-3098-82860,Faria,med
FA,101,9607.00000,APU-20,L6,Hövel Jopich KG,2020-10-01,1521,2022,Gifhorn,RR-7520-11399,Rädel Löwer AG, heavy 
FE,30,7267.80000,XC-7,L1,"Gibbs, Scott and Moore",2015-07-21,1522,2022,Klötze,YG-2879-65959,Teixeira,L
FB,79,7455.90000,XC-7,L3,Reinhardt,"12/05/2019, 00:00:00",1523,2022,Guimarães,ZT-3039-99408,Schenk GmbH,2
FC,75,12592.40000,APU-12,L4,Reinhardt,2015/09/26,1524,2021,São Salvador de Lordelo,EO-1977-06267,"Carter, Kim and Allen",N
FB,34,6342.80000,APU-12,L3,Kraushaar GbR,2022-12-14,1525,2023,Genthin,MS-1006-09790,Allen-Ferguson, 1 
FB,102,14995.30000,APU-12,L1,Leal Freitas S/A,"12/26/2021, 00:00:00",1526,2020,South Renee,UY-1138-75016,"Moore, Kennedy and Berger",3
FB,119,7601.60000,APU-15,L6,Roy and Sons,"08/05/2016, 00:00:00",1527,2022,East Joshuabury,JD-6795-50044,Johnson-Garrett,3
FE,64,11083.80000,APU-15,L5,Johnson-Garrett,"03/03/2016, 00:00:00",1528,2021,Fiães,YX-2704-95140,"Carter, Kim and Allen",normal
FA,0,7624.50000,APU-12,L2,Johnson-Garrett,18 Jan 2021,1529,2022,Oranienburg,NR-1045-37864,Kraushaar GbR, L 
FD,8,11327.20000,APU-15,L4,Amorim,2019-02-27,1530,2021,Oranienburg,OC-2316-49254,"Gibbs, Scott and Moore",light
FD,35,11637.80000,APU-12,L3,"Gibbs, Scott and Moore",2016/02/15,1531,2021,South Renee,FX-9107-32034,Huhn KGaA,light
FD,82,14078.90000,APU-12,L5,Pinto Gaspar S.A.,2024/01/01,1532,2020,Angelashire,OS-2979-91045,"Hernandez, Malone and Smith",H
FE,80,14501.10000,APU-12,L3,Schenk GmbH,19 Nov 2023,1533,2020,Caldas da Rainha,TP-0144-59857,Heinrich,3
FC,115,6291.10000,APU-20,L6,Schenk GmbH,"04/26/2015, 00:00:00",1534,2023,Chaves,AP-2353-10118,Hövel Jopich KG,3
FD,18,18382.80000,APU-20,L4,Faria,2021-07-09,1535,2019,Nürtingen,GJ-4514-97568,Leal Freitas S/A,light
FB,65,7482.60000,APU-15,L4,Johnson-Garrett,2021/02/02,1536,2022,Bad Freienwalde,XY-1247-63616,Pinto Gaspar S.A.,2
FD,92,21102.40000,APU-20,L4,"Rivers, Welch and Hood",2024-04-22,1537,2018,South Renee,OA-1745-48570,"Henson, Walker and Pruitt",H
FD,82,6726.40000,APU-12,L2,Teixeira,2019/10/01,1538,2023,Guimarães,NI-8735-43558,Pinto Gaspar S.A.,3
FD,114,12689.90000,APU-20,L1,Huhn KGaA,2021-01-14,1539,2021,Caldas da Rainha,FZ-7137-14157,Trevino-Turner,3
FC,67,13219.40000,APU-20,L1,Mangold GbR,24 May 2015,1540,2021,Bad Freienwalde,KH-4616-73271,Allen-Ferguson, 2 
FD,75,9824.60000,XC-7,L5,Huhn KGaA,"02/02/2019, 00:00:00",1541,2022,Póvoa de Santa Iria,CV-5453-69608,Macedo Faria e Filhos,med
FC,68,15751.70000,APU-15,L1,Christoph GmbH,27 Jul 2023,1542,2020,Moura,ZU-3752-59499,"Barker, Henson and Neal",2
FC,49,14496.90000,APU-20,L6,Stroh,03 Sep 2024,1543,2020,Oranienburg,DG-1247-19116,Silva,2
FE,60,6277.70000,XC-7,L3,Amorim,2024-02-15,1544,2023,Loulé,UX-2825-06641,Leal Freitas S/A, 2 
FA,46,11866.80000,APU-15,L6,Zobel,"09/03/2018, 00:00:00",1545,2021,Chaves,DD-5012-50664,"Carter, Kim and Allen",2
FD,81,15314.30000,APU-20,L1,Stroh,"01/07/2023, 00:00:00",1546,2020,Gifhorn,OX-5756-40645,"Hernandez, Malone and Smith",heavy
FC,117,5164.90000,XC-7,L2,"Barker, Henson and Neal",2023/01/14,1547,2023,Ochsenfurt,YP-2200-00821,"Barker, Henson and Neal",3
FD,76,17483.10000,APU-12,L3,Ribeiro,2021/11/28,1548,2020,Lake Amy,BR-5810-71188,Kraushaar GbR,normal
FA,100,7173.40000,XC-7,L6,Kraushaar GbR,"07/31/2018, 00:00:00",1549,2022,Naila,YJ-7024-95213,"Becker, Sanchez and Crawford",normal
FE,85,15366.60000,APU-20,L4,Huhn KGaA,2015/09/11,1550,2020,South Sabrina,NT-9315-06990,Reinhardt,N
FD,14,14170.80000,XC-7,L4,Kraushaar GbR,"07/15/2015, 00:00:00",1551,2020,Sacavém,AM-8322-74193,Macedo Faria e Filhos,3
FB,55,8543.30000,APU-20,L6,Amorim,"08/29/2022, 00:00:00",1552,2022,Guimarães,DU-1311-48537,Trapp Langern OHG mbH,N
FA,47,9395.80000,APU-15,L6,Heinrich,"03/26/2021, 00:00:00",1553,2022,São João da Madeira,MC-7607-11219,Zobel, normal 
FC,30,15221.60000,XC-7,L6,Leal Freitas S/A,2019-01-06,1554,2020,Angermünde,NY-2646-43971,"Gibbs, Scott and Moore",L
FA,40,34620.40000,APU-15,L5,Amorim,"06/20/2016, 00:00:00",1555,2015,Gomezberg,KT-4206-32755,Teixeira,2
FD,117,12218.90000,XC-7,L3,Hövel Jopich KG,2017-02-16,1556,2021,Klötze,RD-3360-01489,Leal Freitas S/A,3
FA,9,13245.30000,APU-12,L6,Leal Freitas S/A,25 Jan 2016,1557,2021,West Nicolechester,AF-7845-68637,Mangold GbR,L
FB,50,15320.90000,APU-15,L6,Reinhardt,2020-07-27,1558,2020,Klötze,VP-3991-31984,Pinho Lopes Lda.,2
FE,89,10184.60000,APU-20,L3,Heinrich,29 Jun 2017,1559,2022,Ochsenfurt,PB-2060-50510,Huhn KGaA,3
FE,38,13080.80000,XC-7,L6,Johnson-Garrett,2016-01-11,1560,2021,Torres Novas,WC-5043-50495,Rädel Löwer AG, light 
FA,78,9750.80000,XC-7,L2,Hofmann Bender GmbH,"08/15/2018, 00:00:00",1561,2022,Lourosa,YJ-0523-47902,Pinho Lopes Lda.,med
FB,11,11019.10000,APU-12,L6,Teixeira,"12/27/2023, 00:00:00",1562,2021,Tondela,EK-4358-52904,Silva,light
FC,31,11903.50000,APU-15,L5,Pinho Lopes Lda.,2024-11-02,1563,2021,Johnnymouth,MF-7221-79324,Amorim,L
FB,21,10141.50000,APU-15,L1,Hermighausen Weinhold AG & Co. KG,"12/31/2017, 00:00:00",1564,2022,Guimarães,EV-1252-58103,"Rivers, Welch and Hood",1
FA,40,38145.20000,XC-7,L6,Pinho Lopes Lda.,2017-06-17,1565,2014,Guimarães,VJ-5098-62763,"Moore, Kennedy and Berger",light
FC,53,7106.00000,APU-12,L3,Reinhardt,"01/27/2022, 00:00:00",1566,2022,Trancoso,YS-5276-81785,Roy and Sons,med
FA,46,24389.70000,XC-7,L1,Silva,"11/26/2019, 00:00:00",1567,2018,Naila,FP-9911-16860,Pinto Gaspar S.A.,N
FA,5,10991.20000,APU-15,L3,Kraushaar GbR,"03/06/2019, 00:00:00",1568,2021,Hensleyville,BH-3079-94108,Trapp Langern OHG mbH,1
FC,10,8935.50000,APU-12,L1,"Becker, Sanchez and Crawford","03/05/2021, 00:00:00",1569,2022,Barbarachester,ZI-8595-83554,Johnson-Garrett,L
FB,39,17652.10000,APU-12,L4,Teixeira,02 Feb 2017,1570,2019,Christinehaven,MW-2683-04548,Hofmann Bender GmbH,L
FA,53,8038.30000,XC-7,L2,Faria,"09/27/2016, 00:00:00",1571,2022,Johnnymouth,SX-3420-09737,Hofmann Bender GmbH,normal
FE,11,5118.40000,APU-15,L3,Mitschke,2019/01/11,1572,2023,Póvoa de Santa Iria,AL-5030-03695,Heinrich,light
FB,77,24918.20000,XC-7,L1,Silva,"02/26/2019, 00:00:00",1573,2017,Chaves,ND-7304-26652,Heinrich,normal
FE,3,3264.20000,APU-20,L2,Trapp Langern OHG mbH,"03/12/2016, 00:00:00",1574,2024,Angermünde,FG-3785-27973,Walker Ltd,med
FA,14,25304.50000,XC-7,L3,Amorim,2019/05/31,1575,2017,Kusel,LY-8144-13888,Teixeira,L
FA,15,4454.90000,XC-7,L3,"Barker, Henson and Neal",28 Oct 2023,1576,2023,Ochsenfurt,MX-2002-89877,Macedo Faria e Filhos,1
FA,27,8652.50000,APU-12,L2,Ribeiro,"10/16/2023, 00:00:00",1577,2022,Almada,OJ-2588-97799,"Becker, Sanchez and Crawford",L
FB,77,11029.00000,APU-12,L2,Silva,"03/06/2018, 00:00:00",1578,2021,Leeberg,SO-6461-81664,Silva,N
FD,71,24329.70000,APU-12,L6,Hofmann Bender GmbH,"06/28/2024, 00:00:00",1579,2018,Kusel,DN-5606-29692,"Moore, Kennedy and Berger",normal
FB,56,14694.00000,APU-12,L4,Roy and Sons,2017/08/25,1580,2020,Youngfort,HA-4712-26970,Faria,2
FA,99,26891.80000,APU-15,L6,Walker Ltd,"11/21/2024, 00:00:00",1581,2017,Sacavém,IE-9018-65381,Huhn KGaA,1
FC,59,11030.20000,APU-20,L3,Gutknecht Stiftung & Co. KG,2015/07/13,1582,2021,Leeberg,AQ-2859-75002,"Becker, Sanchez and Crawford",normal
FB,54,,XC-7,L6,Mitschke,"10/03/2016, 00:00:00",1583,2022,Oranienburg,TO-2192-48103,Kraushaar GbR,N
FB,97,16972.50000,XC-7,L6,James PLC,07 Dec 2017,1584,2020,West Nicolechester,XS-9480-92595,"Hernandez, Malone and Smith",H
FC,53,17154.30000,APU-20,L2,"Moore, Kennedy and Berger",2022/01/15,1585,2020,Schleiz,ZM-0063-26407,Teixeira,2
FE,95,5508.20000,APU-20,L2,"Henson, Walker and Pruitt","04/08/2017, 00:00:00",1586,2023,Klötze,LQ-8302-50287,Hofmann Bender GmbH,light
FE,59,6414.90000,APU-12,L6,Heinrich,"10/28/2017, 00:00:00",1587,2023,Bad Freienwalde,GD-1455-55166,"Rivers, Welch and Hood",2
FB,53,3248.20000,APU-20,L2,"Hernandez, Malone and Smith",2023-11-06,1588,2024,Guimarães,KJ-9130-75284,Christoph GmbH,2
FE,92,12577.20000,APU-15,L2,Rädel Löwer AG,2017/10/30,1589,2021,Ochsenfurt,XM-5435-01248,"Rivers, Welch and Hood",3
FC,86,16355.50000,APU-20,L3,Mitschke,2015/05/26,1590,2020,South Sabrina,AY-5765-92230,Rädel Löwer AG,H
FC,11,23446.30000,APU-20,L4,Trapp Langern OHG mbH,"12/10/2015, 00:00:00",1591,2018,Ochsenfurt,AY-0290-88783,Huhn KGaA,light
FA,41,8680.40000,APU-15,L1,"Carter, Kim and Allen",03 Dec 2022,1592,2022,São João da Madeira,IY-9410-91389,Amorim,2
FD,96,17419.00000,APU-15,L6,Mitschke,12 Oct 2017,1593,2020,Angelashire,SB-2950-57438,Schenk GmbH,heavy
FB,86,8467.80000,APU-20,L5,Stroh,23 Feb 2021,1594,2022,Lourosa,AE-8908-97426,Rädel Löwer AG,3
FC,76,8594.50000,XC-7,L4,Hövel Jopich KG,2022/06/30,1595,2022,Johnnymouth,CP-6411-54969,Faria,normal
FB,20,9483.40000,XC-7,L3,Heinrich,25 Jun 2021,1596,2022,Angermünde,DT-3041-70764,James PLC, 1 
FB,33,,APU-12,L1,Mitschke,2023-06-17,1597,2020,Horta,OA-3860-69440,Walker Ltd,H
FD,4,4221.20000,XC-7,L3,Reinhardt,13 Nov 2023,1598,2023,Caldas da Rainha,EX-7931-50395,Huhn KGaA,1
FC,9,10739.20000,APU-12,L4,Teixeira,2015/08/10,1599,2021,Caldas da Rainha,UF-6868-49013,"Becker, Sanchez and Crawford",1
FC,50,8831.80000,APU-12,L5,Ribeiro,2023/12/17,1600,2022,West Nicolechester,LE-3510-45356,Ribeiro,med
FC,36,15472.60000,APU-20,L6,Teixeira,08 Apr 2020,1601,2020,Sacavém,DE-5517-80546,Reinhardt,light
FD,80,18455.30000,XC-7,L3,Hövel Jopich KG,10 Nov 2017,1602,2019,Klötze,WA-9925-11406,"Becker, Sanchez and Crawford",3
FA,9,18880.70000,XC-7,L2,"Hernandez, Malone and Smith","11/18/2019, 00:00:00",1603,2019,Christinehaven,CD-4711-75053,"Henson, Walker and Pruitt",1
FE,113,22032.80000,APU-15,L3,Kraushaar GbR,2018-05-19,1604,2018,Youngfort,JT-1006-61014,Mitschke, 3 
FE,40,6710.90000,APU-12,L4,Gutknecht Stiftung & Co. KG,2024-03-08,1605,2023,South Sabrina,NK-1256-61691,Pinho Lopes Lda.,N
FB,81,19722.60000,APU-15,L4,Allen-Ferguson,2022/09/07,1606,2019,Amarante,XZ-8566-89517,"Barker, Henson and Neal",normal
FB,52,20636.60000,APU-20,L4,"Henson, Walker and Pruitt",2018/01/30,1607,2019,Cartaxo,RI-2965-95801,Ribeiro,heavy
FC,69,,APU-15,L5,Zobel,2016/04/09,1608,2015,Moura,YS-5129-34574,"Moore, Kennedy and Berger",med
FE,110,,APU-12,L6,Ribeiro,13 Oct 2016,1609,2023,Naila,SX-0468-04911,"Carter, Kim and Allen",L
FA,30,15444.10000,APU-20,L6,Mitschke,"04/20/2017, 00:00:00",1610,2020,New Danielshire,FJ-4699-74547,Zobel,H
FD,95,7888.40000,APU-20,L4,Schenk GmbH,2017/09/24,1611,2022,Nürtingen,MT-9591-03992,Leal Freitas S/A, 3 
FE,44,13664.10000,XC-7,L5,Pinto Gaspar S.A.,2023-07-13,1612,2021,Biedenkopf,WR-9805-36004,"Rivers, Welch and Hood",3
FE,21,15063.50000,APU-12,L1,"Gibbs, Scott and Moore",2017/10/23,1613,2020,Gifhorn,YR-3338-54372,Faria,L
FD,63,11475.90000,APU-20,L5,Hofmann Bender GmbH,"01/02/2018, 00:00:00",1614,2021,Nürtingen,NB-7083-51869,Allen-Ferguson,N
FB,115,11897.90000,APU-15,L5,Zobel,2021-09-30,1615,2021,Bad Freienwalde,OF-7043-26510,Macedo Faria e Filhos,light
FB,44,14806.90000,APU-12,L1,Hövel Jopich KG,2024-10-05,1616,2020,Ochsenfurt,HA-0582-48333,Reinhardt,N
FC,112,5537.20000,APU-20,L4,Heinrich,2021/09/07,1617,2023,Almada,YY-0239-23079,Kraushaar GbR, L 
FD,59,24652.80000,APU-15,L5,"Carter, Kim and Allen",18 Feb 2015,1618,2017,São Salvador de Lordelo,WQ-9702-27554,Gutknecht Stiftung & Co. KG,L
FA,13,,APU-20,L5,Trapp Langern OHG mbH,2017/11/09,1619,2018,South Renee,WR-4743-09216,Faria,L
FD,47,,APU-20,L1,Silva,2019/12/26,1620,2020,Biedenkopf,LU-5155-23839,Leal Freitas S/A,normal
FA,60,5879.90000,APU-15,L5,Rogner KG,"08/14/2020, 00:00:00",1621,2023,Fiães,ST-8893-74973,Zobel,light
FD,36,16674.70000,APU-12,L5,Macedo Faria e Filhos,2021-11-26,1622,2020,Caldas da Rainha,TI-7129-02686,Gutknecht Stiftung & Co. KG,L
FD,71,12400.30000,XC-7,L1,Roy and Sons,"03/10/2018, 00:00:00",1623,2021,Sacavém,BY-0718-47135,Faria,normal
FE,0,12669.80000,APU-12,L1,Heinrich,06 Feb 2016,1624,2021,Torres Vedras,CC-1633-10052,Mangold GbR,1
FC,15,6199.80000,APU-12,L3,"Gibbs, Scott and Moore",2024/09/17,1625,2023,Gifhorn,YC-0396-69424,Zobel,1
FB,79,10004.30000,APU-15,L2,Trevino-Turner,22 Feb 2024,1626,2022,Angelashire,JG-5772-19960,Faria,N
FE,3,6132.90000,APU-20,L2,"Gibbs, Scott and Moore",2020-09-08,1627,2023,Nordhausen,YH-1973-79542,Silva,L
FE,24,38882.70000,APU-20,L3,Schenk GmbH,2020-06-02,1628,2013,Port Alanside,BM-4640-65804,James PLC,1
FD,77,3752.60000,XC-7,L6,"Rivers, Welch and Hood",2021/02/10,1629,2023,Moura,OF-8594-30830,Gutknecht Stiftung & Co. KG,normal
FC,0,10106.80000,APU-12,L2,Christoph GmbH,26 Feb 2023,1630,2022,Harrisbury,DS-6627-21691,Amorim,L
FD,4,2740.70000,APU-20,L5,"Barker, Henson and Neal","11/04/2024, 00:00:00",1631,2024,Genthin,BA-7145-62371,Kraushaar GbR,1
FB,13,16791.70000,APU-20,L5,Trevino-Turner,2018-06-29,1632,2020,Angelashire,EO-5533-33078,Mangold GbR,normal
FD,79,8425.10000,APU-20,L2,Hövel Jopich KG,2021/12/08,1633,2022,Youngfort,QM-9853-91455,Mangold GbR,normal
FD,29,2163.80000,XC-7,L2,"Hernandez, Malone and Smith","02/25/2020, 00:00:00",1634,2024,Schleiz,VA-2075-82578,"Henson, Walker and Pruitt",light
FE,23,10828.90000,APU-15,L6,Teixeira,2022-04-02,1635,2021,Genthin,LQ-0102-91899,Macedo Faria e Filhos,1
FD,25,9842.00000,APU-15,L5,Mitschke,2016/04/27,1636,2022,Quarteira,XI-5216-78181,Schenk GmbH,1
FD,117,14908.70000,XC-7,L2,Heinrich,2017-12-20,1637,2020,Cartaxo,QT-0439-29222,Mitschke,heavy
FA,113,15836.90000,APU-12,L5,Hövel Jopich KG,"10/10/2021, 00:00:00",1638,2020,São João da Madeira,CU-7857-48994,"Henson, Walker and Pruitt",1
FE,111,27211.30000,APU-15,L3,Roy and Sons,"05/04/2023, 00:00:00",1639,2017,Sacavém,TW-2950-22074,Huhn KGaA,3
FC,80,11709.30000,APU-20,L5,Rädel Löwer AG,"11/30/2016, 00:00:00",1640,2021,West Andrewborough,QY-5506-36503,Walker Ltd,3
FA,3,14401.10000,APU-15,L1,Mangold GbR,10 Mar 2015,1641,2020,Cartaxo,ZC-7118-61109,Gutknecht Stiftung & Co. KG, light 
FA,49,,XC-7,L1,Ribeiro,2020/03/08,1642,2020,Johnfort,RU-8462-88355,Christoph GmbH,2
FA,101,6352.20000,XC-7,L2,Roy and Sons,"11/24/2017, 00:00:00",1643,2023,Johnfort,VJ-9349-91193,James PLC,H
FE,3,4680.70000,APU-20,L6,Huhn KGaA,2019-06-01,1644,2023,Sacavém,AE-8746-64650,Christoph GmbH,L
FC,4,3966.10000,APU-12,L6,Trevino-Turner,2020-10-09,1645,2023,Hensleyville,DV-4550-01225,"Rivers, Welch and Hood",1
FB,23,26126.60000,APU-15,L6,Leal Freitas S/A,2021/04/01,1646,2017,São João da Madeira,LK-0096-91099,James PLC, light 
FB,72,7326.20000,APU-20,L4,James PLC,24 Jan 2022,1647,2022,Fiães,XV-0816-72687,Macedo Faria e Filhos,light
FB,45,3699.40000,XC-7,L5,Pinto Gaspar S.A.,2016/02/28,1648,2023,Johnfort,NS-0377-43015,Huhn KGaA,normal
FD,18,20640.30000,XC-7,L1,Hövel Jopich KG,2019/04/09,1649,2019,Christinehaven,NG-0075-17676,Heinrich,1
FD,119,9071.50000,XC-7,L6,Huhn KGaA,2022/09/23,1650,2022,Fiães,XG-3097-53886,Pinto Gaspar S.A.,3
FD,85,22724.50000,APU-15,L1,Mitschke,2019-01-12,1651,2018,Moura,QU-5193-42303,"Rivers, Welch and Hood",H
FC,73,10354.40000,APU-15,L5,"Rivers, Welch and Hood","04/20/2018, 00:00:00",1652,2022,São Salvador de Lordelo,ZH-2978-35401,Reinhardt,H
FD,113,21245.30000,APU-15,L4,Reinhardt,"01/21/2015, 00:00:00",1653,2018,Zerbst,FK-7732-69507,"Henson, Walker and Pruitt",light
FC,4,23973.20000,APU-12,L6,Rogner KG,2023-12-13,1654,2018,Macedo de Cavaleiros,WU-3190-09883,Schenk GmbH,L
FA,17,6516.00000,APU-15,L2,Trapp Langern OHG mbH,28 Aug 2022,1655,2023,Torres Novas,VZ-8731-39410,Mitschke,light
FE,112,22367.10000,XC-7,L6,Hövel Jopich KG,"09/28/2021, 00:00:00",1656,2018,Póvoa de Santa Iria,FS-5440-28772,"Moore, Kennedy and Berger",H
FE,14,,APU-12,L2,"Carter, Kim and Allen",2021/06/19,1657,2019,Ebersberg,HX-0477-37841,"Moore, Kennedy and Berger",L
FE,92,14766.20000,XC-7,L4,Teixeira,"06/16/2016, 00:00:00",1658,2020,Chaves,HC-2128-48454,Pinto Gaspar S.A.,L
FA,93,25735.00000,APU-12,L4,"Hernandez, Malone and Smith",2021/07/21,1659,2017,Johnfort,DL-3395-28741,"Moore, Kennedy and Berger",normal
FE,10,11292.50000,APU-15,L3,Faria,"11/11/2020, 00:00:00",1660,2021,Harrisbury,RK-3964-78161,"Hernandez, Malone and Smith",L
FB,77,12880.80000,APU-15,L3,Hofmann Bender GmbH,2019-12-14,1661,2021,Christinehaven,MK-8968-67052,Hofmann Bender GmbH,2
FE,30,6820.90000,APU-15,L5,Christoph GmbH,07 Jul 2023,1662,2023,Klötze,DM-7459-05480,Huhn KGaA,L
FA,49,15895.90000,APU-20,L5,Roy and Sons,2017/06/24,1663,2020,Vila Real,MO-6499-76570,Hermighausen Weinhold AG & Co. KG, med 
FB,33,4239.20000,APU-12,L6,Kraushaar GbR,22 Nov 2015,1664,2023,Angermünde,YC-2580-32272,Mangold GbR,light
FA,72,34043.10000,APU-15,L1,Allen-Ferguson,2019-05-18,1665,2015,Lake Amy,UY-4717-63504,"Henson, Walker and Pruitt",L
FB,108,5163.60000,APU-12,L2,Pinto Gaspar S.A.,2020/04/07,1666,2023,Johnfort,TM-5452-23767,Heinrich,3
FB,56,7392.00000,APU-15,L4,Gutknecht Stiftung & Co. KG,2022-11-27,1667,2022,Tondela,ME-3881-86330,Gutknecht Stiftung & Co. KG,L
FC,10,14541.10000,APU-15,L3,Gutknecht Stiftung & Co. KG,2019-05-19,1668,2020,Horta,JV-3068-68303,Faria,light
FE,100,4378.30000,APU-15,L2,Mangold GbR,2023/02/06,1669,2023,Nürtingen,FA-5615-90511,Rogner KG,H
FE,96,9824.00000,APU-12,L6,"Henson, Walker and Pruitt",26 Apr 2019,1670,2022,Gifhorn,NL-3796-00045,Reinhardt,heavy
FD,21,8304.00000,APU-12,L3,"Gibbs, Scott and Moore",2019/12/01,1671,2022,Klötze,RE-5439-43327,Hövel Jopich KG,1
FA,90,10313.60000,APU-12,L1,Teixeira,15 Mar 2024,1672,2022,New Danielshire,LE-8897-68820,Hofmann Bender GmbH,3
FB,113,8662.00000,APU-12,L6,Kraushaar GbR,2016/07/18,1673,2022,Youngfort,SM-5007-23120,Trevino-Turner,L
FA,77,7362.90000,APU-12,L3,Silva,19 Feb 2023,1674,2022,São João da Madeira,QE-6087-26025,Rogner KG,med
FD,22,13928.10000,APU-12,L5,Trevino-Turner,2016/10/23,1675,2021,São João da Madeira,JZ-2105-28999,Huhn KGaA,1
FD,93,1499.70000,APU-20,L3,"Gibbs, Scott and Moore","09/11/2017, 00:00:00",1676,2024,Macedo de Cavaleiros,GZ-4297-99462,Walker Ltd,3
FE,26,14077.70000,APU-20,L2,Hermighausen Weinhold AG & Co. KG,08 Nov 2023,1677,2020,South Sabrina,FA-2578-92475,Stroh,light
FC,7,27439.00000,APU-20,L6,"Hernandez, Malone and Smith",09 Oct 2018,1678,2017,São João da Madeira,JQ-2600-91728,Schenk GmbH,L
FA,23,8897.70000,APU-12,L6,Leal Freitas S/A,"12/16/2023, 00:00:00",1679,2022,Horta,EY-0113-33965,Hövel Jopich KG,light
FB,36,15188.90000,APU-20,L2,Pinho Lopes Lda.,27 Apr 2020,1680,2020,Naila,VM-8599-93857,Hermighausen Weinhold AG & Co. KG,light
FA,18,18589.30000,XC-7,L3,Roy and Sons,2017/12/14,1681,2019,Torres Vedras,BX-5863-24031,Pinho Lopes Lda.,med
FC,97,17506.90000,XC-7,L3,Roy and Sons,28 Jul 2019,1682,2019,Cartaxo,HK-9406-46648,Huhn KGaA,light
FC,60,5666.70000,APU-20,L2,Hofmann Bender GmbH,2020-04-13,1683,2023,Angelashire,RA-6551-15000,Leal Freitas S/A,normal
FD,49,14530.70000,APU-20,L4,"Barker, Henson and Neal","07/21/2018, 00:00:00",1684,2020,Amarante,QY-1389-30891,Silva,N
FE,113,17194.80000,APU-15,L1,Schenk GmbH,"08/13/2020, 00:00:00",1685,2020,Almada,MP-9043-78253,Stroh,heavy
FC,94,11513.40000,APU-12,L1,Hofmann Bender GmbH,2015/04/16,1686,2021,Chaves,ZP-8796-89428,Stroh,H
FA,30,11869.90000,XC-7,L2,Zobel,13 Aug 2020,1687,2021,Sacavém,GH-8443-26869,"Barker, Henson and Neal",light
FA,51,17332.80000,APU-12,L1,Huhn KGaA,24 Dec 2021,1688,2020,Schleiz,NJ-1575-36674,Schenk GmbH,N
FA,92,15554.90000,APU-15,L6,Hofmann Bender GmbH,"11/04/2024, 00:00:00",1689,2020,Vila Real,RD-8651-96963,Trapp Langern OHG mbH,heavy
FB,64,,APU-20,L1,Christoph GmbH,2022-08-08,1690,2021,Moura,UO-1005-57013,Reinhardt,H
FD,79,11365.40000,APU-15,L2,"Carter, Kim and Allen",2019-12-31,1691,2021,Genthin,OQ-0860-68757,Rädel Löwer AG,2
FA,50,19183.80000,XC-7,L4,Mitschke,03 Jul 2021,1692,2019,West Nicolechester,RT-8200-44338,Trapp Langern OHG mbH,normal
FD,73,3960.10000,APU-12,L1,Silva,"11/27/2015, 00:00:00",1693,2023,Gomezberg,LF-3660-58810,"Carter, Kim and Allen",normal
FD,61,12243.90000,XC-7,L2,Amorim,2023-05-28,1694,2021,Torres Novas,JG-5228-77116,"Barker, Henson and Neal",2
FA,115,16647.30000,APU-15,L1,Hövel Jopich KG,2020/08/25,1695,2020,Torres Novas,UA-1098-18172,Walker Ltd,1
FD,26,,XC-7,L1,Zobel,"11/02/2018, 00:00:00",1696,2020,Caldas da Rainha,EM-1582-35532,Rädel Löwer AG,3
FD,17,20201.40000,APU-15,L6,Trevino-Turner,16 Dec 2023,1697,2019,Ebersberg,NX-4015-50736,"Becker, Sanchez and Crawford",1
FB,80,7870.90000,XC-7,L2,Mangold GbR,2022/01/25,1698,2022,Lake Amy,LE-8732-69725,"Carter, Kim and Allen",heavy
FE,23,19291.00000,APU-15,L3,Mangold GbR,23 Dec 2023,1699,2019,Vila Real,ON-5374-41231,Mangold GbR, light 
FE,56,12128.50000,XC-7,L1,Schenk GmbH,05 Apr 2024,1700,2021,Kusel,AC-4480-17993,Christoph GmbH,normal
